,Status,Seniority,Home,Time,Age,Marital,Records,Job,Expenses,Income,Assets,Debt,Amount,Price
631,1,12,2,60,60,2,1,1,60,230,12000,0,950,1200
632,2,10,1,60,58,5,1,3,82,470,0,0,1350,1488
633,1,20,6,36,39,2,1,1,60,102,0,0,650,1695
634,1,10,2,60,34,2,1,1,75,210,6000,0,900,1547
635,1,1,5,60,21,1,1,2,35,42,0,0,1100,1112
636,1,5,1,60,37,1,1,1,48,130,0,0,600,1062
637,2,2,3,48,25,2,1,2,45,90,3000,2000,800,1567
638,1,15,5,36,39,1,1,1,60,120,0,0,900,900
639,1,1,5,60,22,2,1,1,60,117,0,0,1100,1280
640,1,11,2,30,35,2,1,1,75,160,4000,0,700,1340
641,1,3,1,60,50,2,1,2,69,90,0,0,1300,1490
644,1,13,2,60,32,2,1,1,75,182,5000,2500,1300,1569
645,2,11,1,60,37,1,2,1,74,135,0,0,1400,1937
646,1,2,2,60,24,2,1,2,45,67,4100,2800,1400,1403
648,2,1,2,60,25,2,1,2,60,137,2700,1900,1150,1255
649,1,3,1,54,23,2,1,1,59,140,0,0,1300,1345
651,1,37,2,60,52,2,1,1,45,324,7000,0,1550,1590
652,2,11,1,18,39,2,2,3,60,0,0,0,250,400
653,2,0,2,60,29,2,2,1,45,100,4500,0,1200,1406
656,1,1,5,60,27,1,1,1,35,180,0,0,1000,1067
659,1,1,2,36,51,2,1,1,75,300,6000,0,1450,1992
660,1,15,1,12,35,4,1,1,44,90,9000,0,400,1400
661,1,12,2,60,33,2,2,3,90,146,15000,0,1150,1284
662,1,0,2,60,30,2,2,1,75,255,4000,0,1500,1749
663,1,5,2,60,25,1,1,3,35,250,14000,0,1400,2125
664,1,6,2,60,53,2,1,3,45,50,16000,0,1000,1505
666,1,1,2,60,61,2,2,3,45,0,97000,2900,1200,2154
667,1,35,6,60,63,3,1,1,35,190,0,0,750,1138
669,1,12,2,60,43,2,2,1,75,254,14000,2900,1200,1698
671,2,15,2,36,49,2,1,3,75,70,3572,1728,1650,2755
672,2,3,1,60,34,2,2,1,85,100,0,0,1000,1600
673,1,2,2,60,26,2,2,1,60,137,4000,350,1200,2200
674,1,4,1,42,41,2,1,3,90,0,10000,0,1300,2260
675,1,10,2,60,30,2,2,1,60,242,7500,0,1550,1904
678,1,1,1,36,40,2,1,1,58,125,0,0,700,700
679,1,30,5,24,53,2,1,3,90,500,0,0,600,1100
681,2,1,1,60,24,2,1,1,52,70,0,0,1200,1360
684,1,2,2,60,33,2,1,3,75,193,5000,0,1150,1339
685,1,4,5,24,27,1,1,1,35,110,0,0,370,525
686,1,4,1,60,24,2,1,1,52,70,0,0,1000,1315
687,1,2,1,60,32,2,1,2,87,115,2000,0,1250,1517
688,2,6,5,48,32,1,2,1,35,85,0,0,1100,1330
689,1,6,1,60,36,1,1,1,85,400,0,0,1000,1290
692,1,1,1,60,39,2,2,1,130,250,0,0,1900,4063
694,1,12,2,60,38,2,1,3,75,225,4500,900,1000,1606
695,2,2,2,36,37,2,1,2,105,300,5000,0,1000,1570
696,1,20,2,60,36,2,1,1,75,250,2500,0,1350,1381
697,1,2,2,24,49,1,1,3,35,150,32000,0,800,816
698,2,4,2,48,27,2,1,3,75,0,3000,2000,900,1150
699,2,15,1,60,37,2,2,1,107,319,0,0,1800,2215
700,2,20,1,60,49,2,1,1,85,100,0,0,1420,1586
701,1,4,1,12,28,1,1,1,40,51,0,0,300,1469
702,1,12,2,60,27,2,1,1,45,145,3500,0,1000,1556
703,1,10,1,48,47,1,1,1,52,168,6000,0,850,1720
704,1,1,1,60,44,2,1,1,65,54,0,0,1550,1650
706,1,12,5,60,35,2,1,1,60,115,0,0,1000,1127
707,2,0,2,24,47,4,1,3,35,0,20000,4000,900,1100
708,1,10,2,48,31,2,1,1,60,180,7500,1200,1000,1480
709,2,3,5,60,23,1,1,1,35,63,0,0,800,1258
710,1,5,2,48,46,2,1,1,60,130,4000,0,950,1544
711,1,20,2,60,50,2,1,1,60,170,6000,0,1300,1404
713,2,0,6,36,36,1,1,3,35,0,0,0,1250,1575
714,2,9,2,60,28,2,1,1,90,64,1750,0,1055,1430
715,2,0,6,60,36,2,1,2,45,0,0,0,1400,1409
716,1,0,2,48,61,3,1,4,35,35,4000,200,650,962
717,1,15,6,24,46,2,1,1,75,150,18000,0,1400,1400
719,1,5,5,36,22,1,1,1,35,100,0,0,1000,1200
722,1,4,2,48,26,2,1,1,75,112,4000,0,750,841
723,2,2,6,60,24,2,1,2,45,126,0,0,1450,1585
724,1,14,2,60,51,2,1,1,90,150,3500,0,950,957
725,1,4,2,24,26,1,1,1,35,136,2500,0,450,950
726,1,10,2,60,46,3,1,3,45,123,3500,0,1100,1375
728,1,6,2,48,55,2,1,3,45,72,16000,0,1760,2212
730,2,5,1,60,24,2,1,1,56,111,0,0,1000,1570
732,2,0,6,48,43,2,1,1,75,0,0,0,1400,1590
735,2,1,3,48,36,1,2,1,35,173,7700,0,1000,2008
737,1,2,5,24,19,1,1,2,35,60,0,0,530,630
738,1,0,3,60,32,2,1,2,75,160,6000,0,1200,1571
739,2,3,1,48,43,2,1,2,73,126,0,0,1300,1770
740,1,6,2,36,34,2,2,1,60,148,9000,4090,500,1600
741,1,11,2,48,34,2,1,1,75,170,3500,435,1500,1627
742,1,6,1,24,34,2,1,1,68,230,0,0,500,1094
743,1,9,2,60,30,2,1,3,60,166,4000,1500,1350,1570
745,2,2,1,60,42,1,2,1,35,0,0,0,1900,2259
747,2,10,1,48,40,2,1,2,66,60,0,0,500,820
749,1,0,5,12,35,1,1,2,35,96,0,0,350,600
750,1,3,5,60,36,2,1,1,75,180,0,0,1200,1372
753,2,14,2,60,44,2,1,1,75,100,3500,0,1210,1450
754,1,5,2,60,57,2,1,1,60,830,18000,0,2000,2125
756,1,1,2,48,30,2,1,3,60,30,4000,0,900,1700
757,2,6,1,48,65,2,1,4,69,237,0,0,1571,1571
758,1,13,5,60,32,2,1,1,60,152,0,0,900,1654
760,1,10,1,30,48,2,1,1,74,139,5000,0,300,420
762,2,0,6,36,36,2,2,3,45,300,30000,0,3000,6802
763,1,12,2,24,47,2,1,1,60,135,2500,0,550,1061
765,1,22,2,36,47,2,1,1,60,100,2250,0,450,546
766,2,4,2,6,42,2,1,1,45,275,4800,1200,2400,3400
767,2,2,2,48,40,2,2,1,90,250,9000,7000,1250,1776
768,1,3,2,36,40,2,1,1,75,125,3500,0,800,1200
769,2,18,2,48,43,2,1,1,90,100,3500,0,1400,1403
770,2,4,1,60,38,2,2,1,118,130,0,0,900,1086
771,1,14,6,60,41,2,2,1,75,131,0,0,1200,1200
772,1,4,2,60,55,2,1,3,60,350,13000,3000,1700,2200
773,1,5,5,60,32,2,1,3,60,538,0,0,1400,2360
774,1,3,5,18,42,2,1,3,75,276,1500,0,750,1758
775,1,3,5,60,23,1,1,1,35,107,0,0,700,1783
777,1,15,2,60,50,3,1,1,45,156,9800,0,700,1136
778,1,18,2,60,49,2,1,1,90,110,5200,600,1350,1557
779,1,27,2,48,62,2,1,1,60,260,4000,500,800,886
780,1,2,2,60,43,2,1,2,45,0,16000,0,1000,1490
781,1,5,1,36,23,2,1,1,68,81,0,0,400,400
782,2,1,2,60,33,2,1,2,75,76,2500,550,800,1105
784,2,0,2,18,50,2,1,3,135,0,2000,0,700,1256
786,1,5,5,36,27,1,1,1,35,105,9500,2350,1000,1443
788,1,1,5,48,22,2,1,1,45,117,0,0,768,896
789,1,20,6,60,39,2,1,1,60,119,0,0,1300,1639
791,2,1,5,48,19,1,1,1,35,70,0,0,1000,1075
792,1,8,2,60,24,1,1,3,35,265,8000,0,1200,1590
793,1,12,1,36,43,2,1,1,78,180,0,0,1600,2200
795,1,5,3,24,32,1,1,3,35,189,7750,3900,1000,1536
796,2,1,1,60,27,1,1,1,43,75,0,0,1000,1375
797,2,0,5,60,34,1,1,2,35,70,0,0,900,1005
799,1,5,5,36,21,1,1,1,35,150,0,0,1000,1313
804,1,12,3,60,38,2,2,1,90,195,1500,200,1150,1310
806,2,2,3,24,41,2,2,3,135,959,2000,500,1050,1474
808,1,1,5,24,19,1,1,1,35,28,0,0,400,600
813,2,4,2,60,42,2,1,1,75,135,4000,0,978,978
814,2,3,5,60,25,1,1,2,35,225,0,0,1130,1130
815,1,3,2,48,48,2,1,3,45,100,4000,0,1600,2600
819,1,13,2,60,30,2,1,1,45,210,14000,0,1100,1224
820,2,4,1,36,38,2,2,1,60,145,0,0,650,1000
821,2,22,2,60,50,2,1,1,90,210,16000,0,2100,2500
822,2,1,5,60,29,2,2,2,35,102,0,0,1100,1120
823,2,10,1,24,52,2,1,3,45,0,2000,0,400,1242
824,1,0,2,36,42,2,1,1,105,75,10000,0,400,725
825,1,0,2,36,37,2,1,3,75,150,7000,1500,500,720
826,1,1,5,36,36,1,1,1,35,120,0,0,1000,2470
827,2,15,1,60,33,2,2,3,64,36,0,0,1150,1150
828,1,15,2,36,41,2,1,3,90,129,16000,0,1000,1655
830,1,8,6,48,30,2,1,1,75,156,0,0,1100,1310
832,1,8,6,24,33,2,1,1,75,166,0,0,1150,1770
834,1,22,2,24,41,2,1,1,90,125,4700,400,250,1035
835,1,20,1,60,52,2,1,3,70,250,4100,0,1200,1226
836,1,25,2,36,58,2,1,1,45,128,30000,0,1500,1750
837,1,11,2,36,46,2,1,1,60,155,16500,0,1000,1800
839,1,9,2,48,38,2,1,1,75,360,8000,4000,1700,1713
840,2,1,1,36,39,2,1,1,85,100,0,0,600,975
841,1,10,1,60,24,2,1,1,53,80,0,0,400,650
844,1,30,2,36,56,2,2,3,105,300,30000,1300,1100,1318
845,1,1,6,24,24,2,1,3,60,137,0,0,300,750
846,1,20,2,12,49,2,1,1,90,110,15000,0,125,325
847,1,1,2,36,21,1,1,1,35,127,10000,0,850,1014
848,2,13,2,60,34,4,1,1,35,56,7000,1500,1250,1525
849,1,1,2,60,38,2,1,1,90,75,5000,0,1000,1144
850,1,2,2,36,58,3,1,4,35,52,4000,0,400,550
851,1,0,5,60,39,1,1,1,35,100,0,0,1000,1556
852,1,14,1,60,60,2,1,1,62,170,8000,0,915,1396
853,1,6,3,60,23,1,1,1,35,150,5050,3800,1000,2470
854,1,17,2,12,37,2,1,1,75,188,7000,1000,600,1890
855,1,8,3,36,48,2,2,1,75,175,1000,0,475,575
858,1,13,2,60,34,2,1,1,45,186,3000,0,1900,2600
859,1,19,2,60,46,1,1,1,75,140,6000,0,1800,1849
860,1,12,2,12,51,2,1,3,45,200,2000,0,350,450
861,1,13,2,60,45,2,1,1,90,135,4750,3500,1100,1369
863,2,0,2,48,39,2,1,3,60,200,5500,0,3075,4575
867,1,31,2,60,47,2,1,1,60,175,8000,1500,1000,1330
868,1,2,2,18,31,2,1,2,90,197,5000,300,860,1192
870,1,6,2,36,39,2,2,3,45,170,14000,1200,1100,1900
872,2,0,6,60,47,2,2,4,45,250,100000,0,1300,1700
873,1,20,2,24,45,2,1,1,75,130,5000,0,450,1318
874,1,8,6,24,40,2,2,1,75,207,0,0,600,750
875,2,15,1,60,36,2,2,3,97,65,0,0,1000,1168
876,1,2,2,36,43,2,2,3,90,180,8000,560,700,1300
878,1,1,2,60,55,2,1,4,45,129,3000,0,970,1264
880,2,1,6,48,26,1,1,2,35,116,2000,0,1100,1123
882,1,11,1,24,27,2,1,2,72,120,0,0,900,1395
883,2,2,1,60,24,2,1,1,70,100,0,0,900,1127
884,1,0,2,60,29,2,1,1,60,100,5000,0,800,960
885,2,1,5,60,20,1,1,3,35,113,13000,0,1500,2179
886,1,20,2,36,46,2,2,3,105,80,9000,0,850,886
887,1,30,2,60,62,2,1,1,60,150,3200,400,800,1314
890,2,1,1,60,52,5,1,1,55,99,0,0,750,873
891,1,2,6,36,26,1,1,1,35,63,0,0,300,1111
892,2,5,2,60,43,2,2,3,75,166,7000,700,1000,1040
894,1,15,1,60,37,2,1,1,58,134,500,0,900,1333
895,1,5,1,36,37,2,1,1,74,138,0,0,900,1358
898,1,2,2,60,34,2,1,1,60,176,4000,450,1800,2271
899,2,1,5,60,30,4,1,2,35,70,0,0,925,925
900,1,4,1,60,26,2,1,1,51,60,0,0,1750,1950
901,1,20,6,6,58,2,2,1,45,130,0,0,500,2058
902,1,1,5,60,36,1,1,1,35,176,0,0,1100,1600
904,1,7,2,36,49,3,1,1,35,108,12000,0,350,875
905,1,15,2,60,55,2,1,3,60,0,6500,3650,1200,1710
906,1,1,2,60,25,2,1,3,60,150,10000,2000,1000,1260
909,1,15,6,36,38,2,2,3,90,200,6000,0,1550,1982
913,2,1,1,48,47,2,1,1,74,140,0,0,2000,2201
914,1,0,2,60,25,2,1,1,75,141,3500,0,1250,1350
916,1,21,2,48,52,2,1,1,60,117,3000,0,1650,2276
917,1,13,1,36,36,2,2,1,88,130,0,0,400,1608
918,1,5,2,60,28,2,2,3,75,240,3000,0,1300,1585
919,1,18,5,60,33,1,2,1,35,425,0,0,900,1320
920,1,10,2,60,46,2,2,3,75,800,25000,2050,2600,3190
921,1,3,5,60,22,1,1,1,35,80,0,0,1000,1500
922,1,1,1,60,22,1,1,1,45,95,0,0,1250,1571
923,2,3,2,60,23,1,1,2,35,71,1500,0,1150,1386
924,1,8,6,60,29,2,1,1,45,135,0,0,1400,1680
925,1,4,5,36,29,1,1,1,35,47,0,0,400,450
926,1,10,5,12,37,2,1,1,90,250,3000,0,240,1488
927,1,3,6,12,30,1,1,3,35,150,0,0,920,1396
928,1,29,2,48,52,2,1,1,60,118,6500,0,750,1255
929,1,12,2,48,46,2,1,1,60,130,6000,0,1480,1883
930,1,15,2,36,51,2,1,1,45,125,4000,200,375,375
931,1,5,1,60,28,2,1,3,77,171,0,0,2500,3070
933,1,10,1,60,39,1,1,3,45,100,0,0,1450,1692
934,2,4,1,60,33,2,1,3,82,69,0,0,2000,2216
935,1,12,2,48,40,2,1,1,75,293,4000,0,1298,1298
936,1,13,3,24,59,3,1,1,35,87,1200,0,425,750
938,1,2,2,60,45,2,1,3,75,75,2500,0,1100,1242
939,2,3,6,48,38,2,1,3,75,40,3500,0,600,882
940,1,4,2,60,26,2,1,1,45,140,3500,1500,600,1137
941,2,0,1,24,29,2,1,3,60,0,0,0,275,275
942,2,0,5,36,21,1,1,2,45,161,2500,0,580,580
943,1,2,5,6,31,1,1,1,35,70,0,0,850,1403
945,1,4,6,24,40,2,1,2,60,66,0,0,1300,1300
946,2,4,1,48,29,2,2,1,42,73,0,0,579,1097
947,1,7,1,36,33,2,1,3,78,178,0,0,700,1033
948,1,0,5,60,29,4,1,2,35,140,0,0,763,913
950,2,2,2,60,23,2,1,1,45,78,5000,6300,1075,1123
951,2,10,2,36,36,2,1,3,75,0,10000,0,1000,1400
952,1,11,2,60,38,2,1,3,60,350,7500,0,1500,1800
953,1,1,1,48,45,2,1,1,59,140,0,0,1800,1980
954,1,2,2,36,51,2,1,2,75,125,4500,0,600,989
955,1,22,1,48,42,2,2,1,102,121,0,0,1000,1250
956,1,0,2,60,22,1,1,2,35,155,6500,0,1100,1646
957,1,2,3,48,26,1,1,1,35,133,3000,0,1000,1114
959,2,1,5,36,33,1,1,1,35,125,0,0,600,1600
961,1,3,2,12,32,2,1,3,75,25,3600,1800,100,550
962,2,11,1,36,52,2,1,1,93,176,0,0,350,350
963,1,20,6,12,65,2,2,3,45,430,70000,0,1000,1321
965,1,8,2,60,29,3,1,1,35,79,4000,0,850,950
966,2,1,1,36,25,2,2,2,69,92,0,0,475,550
967,1,0,5,60,22,2,1,1,45,176,0,0,1150,1277
968,2,2,3,60,53,2,1,1,75,85,7000,0,1050,1172
970,1,2,1,48,34,2,1,3,75,300,0,0,1700,2185
971,2,1,5,60,23,1,1,1,35,100,0,0,1500,2610
972,1,13,1,60,54,2,1,1,57,120,0,0,1000,1257
973,1,1,5,12,22,1,1,2,35,60,0,0,100,600
974,2,1,1,48,46,2,1,1,103,125,1500,0,1100,1408
975,1,19,2,12,42,2,1,1,90,464,5000,0,1100,2413
977,1,19,5,60,49,1,1,1,35,90,0,0,1600,1636
979,1,1,5,24,22,1,1,1,35,415,0,0,700,1757
980,1,11,2,60,27,2,1,1,45,318,8000,3300,1350,1600
981,1,6,2,18,33,1,1,1,35,163,6000,0,1200,2022
982,2,4,1,60,52,2,1,1,97,72,0,0,1200,1200
983,1,2,2,60,34,2,1,1,45,156,5000,198,1550,1550
984,2,0,2,36,43,3,1,4,35,49,2000,0,400,710
985,1,8,2,60,40,2,1,1,75,110,3000,0,950,1286
986,1,3,2,60,31,2,1,1,45,140,5500,1200,900,1400
987,1,2,2,36,31,2,1,3,60,92,2500,850,600,1638
988,2,4,1,60,27,3,2,3,35,0,0,0,1700,1700
989,1,6,2,24,42,2,1,2,60,145,3000,0,500,1850
991,1,4,2,36,42,2,2,3,75,400,12000,0,1500,1900
992,1,0,2,48,24,2,1,2,45,95,5000,0,1000,1601
993,1,5,2,6,31,2,1,3,60,150,5000,0,300,1200
995,1,14,2,60,59,2,1,1,60,177,10000,0,1450,1456
997,2,6,1,36,49,2,2,3,113,380,0,0,1000,1337
998,1,13,2,60,42,2,1,1,60,107,4000,0,1000,1359
1000,2,2,1,60,24,1,1,1,35,0,0,0,850,989
1002,2,0,2,60,48,2,1,2,75,100,7000,0,1000,1129
1004,2,5,6,48,32,2,2,1,45,225,0,0,1000,1812
1005,1,15,5,60,51,2,2,1,60,100,0,0,300,1742
1007,2,3,6,36,40,2,2,1,75,176,0,0,950,1150
1008,1,3,2,24,29,2,1,1,45,254,6000,800,500,1900
1009,2,3,6,60,27,2,1,1,90,126,4000,0,1400,1800
1011,2,1,6,60,36,2,1,1,60,101,0,0,850,1098
1012,2,10,5,60,31,2,1,1,60,119,0,0,1600,1750
1013,1,0,2,48,22,1,1,1,35,152,4000,0,1210,1325
1014,2,0,5,48,40,2,1,2,90,113,3500,0,600,710
1015,1,18,6,36,54,2,1,1,75,119,0,0,300,1268
1016,2,0,1,60,39,1,2,1,35,0,0,0,2350,2679
1019,2,0,5,36,22,2,1,2,60,137,0,0,700,900
1021,2,5,2,60,36,2,1,3,90,62,3000,0,650,1295
1023,1,19,1,60,37,2,2,1,88,125,0,0,750,970
1026,2,3,2,36,35,2,2,2,60,144,3000,0,475,690
1028,1,5,5,24,26,1,1,3,35,100,0,0,800,2450
1030,1,2,1,60,36,2,1,1,58,129,0,0,1125,1575
1031,1,3,2,24,29,2,1,1,60,225,9000,0,600,980
1033,1,2,1,24,28,2,1,1,75,150,0,0,512,1255
1035,2,43,2,60,57,2,2,1,45,283,8000,0,900,1168
1036,1,15,5,60,34,1,1,1,45,195,17000,0,1200,1200
1037,1,2,2,36,38,2,1,1,45,114,3600,0,650,1100
1039,2,0,1,60,36,2,2,1,85,100,0,0,1100,1256
1040,1,0,1,36,29,1,1,2,46,113,0,0,1100,1110
1043,2,3,1,36,32,1,1,3,35,0,0,0,950,1350
1045,2,2,6,60,21,1,1,1,35,86,0,0,1400,1600
1046,1,10,6,36,32,1,1,1,35,139,0,0,1100,2471
1048,1,1,1,36,24,2,1,1,59,135,0,0,650,1136
1049,1,23,3,60,51,2,2,1,45,110,2500,0,800,1343
1050,1,3,2,48,29,2,1,1,45,145,3500,0,700,1104
1053,2,12,2,60,47,2,2,3,75,285,20000,0,1440,1440
1054,1,2,1,12,34,2,1,3,69,240,0,0,500,700
1058,1,2,5,60,28,2,1,1,60,131,6000,0,1250,1346
1059,1,6,0,12,25,1,1,1,35,69,99999999,99999999,500,1275
1060,1,9,1,60,39,2,1,1,57,123,0,0,1000,1194
1062,1,23,2,60,49,2,1,1,60,133,2000,0,1000,1755
1063,1,3,2,24,46,2,1,3,75,500,14000,0,500,1095
1065,1,15,2,48,33,2,1,1,75,150,3000,0,1000,1670
1066,1,0,5,60,30,2,1,1,75,100,5000,0,1350,1896
1067,1,1,1,18,26,1,1,1,46,110,0,0,500,600
1069,1,16,1,60,36,1,2,1,47,120,5500,1700,1650,1852
1070,2,2,5,24,37,1,1,1,35,78,0,0,800,1298
1072,1,25,2,60,62,2,1,3,60,428,22000,0,1900,1994
1076,1,4,2,48,32,2,1,1,45,208,6500,5000,1000,1323
1077,1,16,2,60,31,2,1,1,75,123,4000,0,700,1698
1078,2,0,1,48,28,2,1,2,66,64,0,0,1100,1365
1079,1,10,2,48,37,2,1,1,75,350,7000,0,1000,1628
1080,2,3,5,36,21,1,1,1,35,85,0,0,105,105
1081,1,5,1,24,31,2,1,1,84,90,0,0,400,2230
1082,1,16,1,60,36,2,1,1,100,250,0,0,1250,1816
1083,1,17,2,60,34,2,1,1,75,173,4000,1600,933,964
1085,1,20,6,60,36,2,1,1,75,210,0,0,1330,1330
1086,1,7,1,60,47,2,1,1,53,80,0,0,1350,1612
1087,1,3,3,6,24,1,1,1,35,173,4800,0,475,1323
1089,1,10,2,36,32,2,1,1,75,112,5000,3600,400,830
1091,2,4,5,36,28,1,1,1,35,116,0,0,925,1350
1092,1,3,2,48,26,2,1,1,45,165,4000,600,950,1490
1093,1,13,2,36,60,2,1,3,60,116,4000,0,1000,1100
1095,1,2,5,36,34,4,1,1,35,130,4000,0,500,550
1096,2,2,1,60,57,2,1,4,50,52,1800,0,800,866
1097,2,0,6,24,46,1,2,1,35,78,0,0,550,550
1098,1,1,2,60,28,2,1,4,45,148,4500,0,1300,1695
1099,2,0,2,60,44,2,1,4,60,0,25000,0,850,972
1100,1,12,1,36,35,2,2,3,82,74,8000,0,475,550
1101,1,1,1,60,21,1,1,1,49,138,0,0,950,984
1105,1,0,2,12,59,2,1,3,45,42,4000,0,400,790
1107,1,4,2,60,36,2,2,1,75,236,3750,2000,1500,1615
1109,1,28,2,36,51,2,1,3,60,152,10000,0,500,635
1111,1,3,5,60,33,1,1,1,35,167,10000,0,2000,2250
1112,2,0,1,48,39,2,2,1,153,330,0,0,1000,1260
1118,1,6,2,60,28,2,1,1,60,187,5000,0,1500,2180
1120,1,12,2,60,38,2,1,1,75,120,5000,0,1100,1172
1121,1,0,2,60,30,2,1,1,45,80,2000,200,1000,1331
1122,2,15,1,24,47,2,2,3,79,41,7000,0,1200,2257
1124,2,5,5,36,26,1,1,3,35,0,5000,3000,1200,2140
1125,1,0,5,48,21,1,1,1,35,70,0,0,1250,1365
1127,1,5,2,60,65,2,1,4,45,222,12000,0,600,1264
1131,1,4,5,36,27,2,1,1,45,72,0,0,350,1426
1132,2,0,2,60,62,2,2,4,90,136,2650,0,600,790
1133,2,10,2,60,42,2,1,3,90,40,5000,1600,2000,2550
1134,1,2,5,60,25,1,1,3,45,130,8500,0,1100,1380
1135,2,1,5,60,34,2,1,1,75,190,0,0,700,719
1136,1,2,2,60,24,2,1,1,60,243,2500,1980,1250,1451
1137,1,2,1,60,26,2,2,1,70,98,0,0,1100,1240
1138,2,0,5,24,21,1,2,2,35,126,0,0,1150,1586
1139,2,10,2,48,35,2,1,2,75,55,4000,0,1500,1786
1140,2,1,2,60,49,2,1,2,105,88,2000,0,850,1149
1141,2,1,2,60,35,1,1,2,35,181,4500,0,1600,1912
1142,2,14,3,60,33,2,2,1,90,77,3400,0,1500,1813
1143,2,4,5,36,27,4,2,1,35,110,0,0,300,550
1144,1,17,2,60,35,2,1,1,60,125,4000,0,1080,1428
1145,1,4,2,60,27,2,1,3,60,225,14500,1200,700,2273
1147,1,11,2,18,37,2,1,1,45,115,20000,0,600,1200
1148,1,1,1,48,64,2,1,4,74,137,3500,0,600,927
1150,1,2,2,48,37,2,1,1,75,135,18000,0,1000,1062
1151,1,5,2,48,43,2,1,3,45,145,5000,0,680,1350
1152,2,6,1,36,49,2,1,4,65,54,0,0,450,615
1153,1,11,2,12,51,2,1,3,45,80,6000,0,1000,1931
1154,1,9,2,36,24,2,1,1,45,140,9000,0,1000,1100
1155,1,1,5,60,22,1,1,1,35,90,0,0,1250,1590
1156,2,0,5,36,30,1,1,4,45,32,0,0,650,750
1160,1,5,2,36,26,2,2,3,45,150,7000,0,1500,2588
1165,2,3,2,36,38,2,1,3,90,300,3000,0,1200,1881
1166,1,14,1,60,30,2,2,1,67,217,0,0,1800,1807
1167,2,0,6,60,41,2,2,1,105,0,0,0,1000,2750
1168,1,3,3,60,29,2,1,1,60,90,2000,0,1650,1800
1169,1,4,5,36,28,2,1,1,45,100,0,0,1000,2343
1171,2,7,2,48,29,2,1,1,60,62,4000,0,984,984
1172,1,4,1,6,28,2,1,1,66,60,0,0,200,1566
1177,1,30,2,36,53,2,1,1,75,165,5000,0,900,900
1179,2,5,6,48,22,1,1,1,35,82,0,0,480,1910
1182,1,8,2,60,34,2,1,1,75,145,3000,1800,1500,1703
1184,1,4,2,60,30,2,1,2,45,150,4000,2800,1400,1763
1185,1,5,1,36,46,2,1,1,82,223,0,0,450,650
1190,1,22,1,48,46,2,1,1,86,110,0,0,1150,1528
1191,2,0,6,48,45,2,1,3,75,120,0,0,900,964
1193,2,2,6,60,22,1,1,1,35,83,0,0,1400,1430
1194,1,0,6,36,50,2,1,2,60,162,20000,0,1000,1615
1195,2,0,2,48,52,2,2,4,90,245,3850,2432,1520,1670
1197,1,4,1,60,27,1,1,1,43,76,0,0,650,1070
1198,1,12,2,18,35,2,1,1,60,400,6000,0,200,2225
1199,1,0,5,48,21,1,1,2,35,106,5000,0,500,1131
1201,2,3,5,60,32,1,1,1,35,122,0,0,2000,2050
1202,1,1,1,36,34,5,1,1,43,80,0,0,700,700
1203,1,14,3,60,36,2,1,1,60,120,4000,1500,1500,1540
1205,1,13,1,60,36,2,1,1,79,191,4000,700,1000,1209
1206,1,1,1,60,24,2,1,1,52,67,0,0,800,1137
1208,1,5,1,12,35,2,2,3,96,210,0,0,300,700
1209,1,4,2,60,42,1,1,1,35,110,2500,0,1090,1565
1211,1,19,2,60,49,2,1,1,135,150,3500,0,1100,1477
1214,1,7,2,60,36,2,1,1,60,122,3000,0,750,850
1215,1,26,2,60,55,2,1,1,60,110,10000,0,1500,1527
1217,1,11,2,48,29,2,1,1,75,76,15000,0,300,1336
1218,1,4,1,36,48,2,1,3,94,340,1000,0,525,525
1219,2,2,2,60,29,2,2,1,60,185,6300,2300,2000,2675
1223,1,9,5,60,33,2,1,1,45,221,3000,0,1600,2344
1224,1,18,2,60,32,1,1,1,35,133,3500,150,1600,2200
1226,1,6,2,24,45,2,1,3,90,150,5000,0,250,450
1229,1,1,5,48,29,1,1,3,45,478,9000,0,2100,2450
1230,1,8,6,24,41,5,1,1,60,90,4000,0,500,1600
1232,2,25,2,60,61,2,2,3,45,100,39000,0,1060,1134
1233,2,3,1,18,30,2,1,3,54,90,0,0,300,425
1234,1,2,2,48,40,2,1,3,60,160,3000,800,1300,1521
1238,1,4,2,36,23,2,1,1,75,168,4000,0,1100,1385
1239,1,20,2,60,49,2,1,3,90,215,4500,0,1000,1228
1240,1,14,2,60,28,2,1,3,75,94,5500,9500,1660,2419
1241,1,0,5,36,26,1,1,1,35,63,0,0,600,994
1243,1,15,2,48,33,2,1,1,75,220,7000,0,1300,2400
1244,1,3,2,60,30,2,1,1,45,126,3500,2400,1000,1120
1245,1,20,2,36,44,2,1,1,60,120,3000,0,350,400
1246,2,2,5,60,25,5,1,2,35,90,0,0,900,1111
1247,1,17,2,24,55,2,1,3,75,191,14000,0,1000,2420
1248,1,20,1,60,41,1,1,3,50,148,4000,0,835,1356
1249,2,0,6,60,47,3,2,3,45,0,0,0,1500,1600
1250,1,2,5,24,26,1,1,1,35,88,0,0,325,450
1251,1,11,5,60,27,2,1,1,60,150,2500,0,1100,1129
1252,2,12,2,60,34,2,1,1,60,115,4000,0,1650,1686
1254,1,2,2,60,37,2,1,1,60,145,3500,1100,1250,1763
1256,1,13,2,60,52,2,1,3,60,0,20000,0,1370,1714
1259,1,38,2,48,56,3,1,1,35,112,3000,0,850,960
