,RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents
65063,0.197116058,59,0,0.290215911,5140.0,6,0,1,0,0.0
127886,0.054779597,45,0,0.173026158,16667.0,7,0,1,0,4.0
121539,0.30950828199999997,55,0,0.191726034,8000.0,5,0,1,0,3.0
83070,0.05302869599999999,65,0,0.462244405,6210.0,10,0,2,0,0.0
3382,0.068196672,56,0,0.37557416899999996,3700.0,10,0,1,0,2.0
89174,0.167295482,56,0,0.450279197,8416.0,14,0,2,0,2.0
143717,0.01019949,74,0,6.0,,8,0,0,0,0.0
63887,0.138927701,46,0,0.188986501,14000.0,9,0,2,0,2.0
69710,0.9566955359999999,33,0,0.324365872,1300.0,3,0,0,1,2.0
12848,0.070820648,30,0,0.49262414299999996,4812.0,7,0,2,0,2.0
58703,0.0,24,0,0.0,400.0,1,0,0,0,0.0
17056,0.182191348,42,0,0.22831351800000002,9083.0,8,0,1,0,0.0
22342,0.165109998,71,0,0.521810251,5501.0,5,0,1,0,0.0
114095,0.277708892,67,0,0.064667291,3200.0,3,0,0,0,0.0
51763,0.435725142,73,0,0.363175676,2367.0,3,0,0,0,0.0
147676,0.227967799,40,0,0.143405013,7300.0,10,0,1,0,5.0
47361,0.9999998999999999,47,0,1156.0,,3,1,0,1,0.0
29300,0.0,73,0,112.0,,7,0,0,0,0.0
123522,0.775850332,39,0,0.46206518799999996,3650.0,9,0,0,0,1.0
97634,0.332398765,58,0,0.358549158,16100.0,15,1,2,0,2.0
84506,0.651477102,64,0,0.277374617,6200.0,10,0,2,0,0.0
25331,0.021540337000000003,39,0,0.366558991,6500.0,6,0,1,0,0.0
101229,0.002065439,31,0,0.000135117,7400.0,7,0,0,0,1.0
146584,0.0,63,0,0.674151526,5833.0,11,0,2,0,0.0
47274,0.298024482,59,1,0.20697896699999999,8367.0,8,0,2,0,0.0
88892,0.6024278470000001,64,1,0.490250975,10000.0,10,0,2,0,0.0
78886,0.522182303,56,0,0.44437472,11154.0,21,0,2,0,1.0
70746,0.0,57,0,0.11968552800000001,9666.0,11,0,2,0,0.0
8751,0.00191301,58,0,541.0,,6,0,1,0,0.0
34189,0.035643388,80,0,0.14769394800000002,3750.0,7,0,1,0,1.0
16719,0.019370351,44,0,0.22888832899999997,11900.0,8,0,2,0,0.0
74373,0.069091416,62,0,2317.0,,6,0,1,0,1.0
53668,0.414149916,69,1,2.0117852469999997,2290.0,10,0,2,0,0.0
101200,0.0,61,0,0.0,,4,0,0,0,0.0
9483,0.6311244429999999,42,1,1.6926536730000001,1333.0,9,0,2,0,0.0
40821,0.971617568,77,0,1763.0,,6,0,1,0,0.0
66228,0.151743428,59,0,0.247851254,5700.0,13,0,1,0,0.0
128618,0.030426371,53,0,484.0,,8,0,0,0,1.0
3507,0.108635655,48,0,5774.0,,9,0,5,0,0.0
30398,0.13879277199999998,22,0,0.020430108,929.0,3,0,0,0,0.0
81577,8e-05,66,0,0.002635914,3034.0,5,0,0,0,1.0
97266,0.070318366,65,0,328.0,,7,0,1,0,0.0
9637,0.024426907,45,1,1.8,1084.0,7,0,1,0,0.0
112940,0.242204153,63,0,0.270802267,3352.0,26,0,0,0,0.0
492,0.301152442,46,0,0.254661625,7668.0,10,0,1,0,3.0
75854,0.01033587,57,0,0.258009064,6398.0,12,0,2,0,0.0
6599,0.554883869,63,0,0.37969779200000003,2580.0,6,1,1,0,1.0
76225,0.009186285,57,0,0.28784477199999997,6235.0,6,0,1,0,0.0
87589,0.062120315999999995,39,0,0.35536995600000004,8500.0,7,0,1,0,0.0
141107,0.0,38,0,0.389808815,12500.0,8,0,2,0,0.0
120299,0.020932775,70,0,1261.0,,8,0,1,0,0.0
66476,0.030336397,59,0,1007.0,,9,0,1,0,0.0
39116,0.201343982,55,0,0.534306569,13014.0,12,0,4,0,3.0
120547,0.212078792,56,0,0.25829383899999997,5907.0,5,0,1,0,0.0
25435,0.9999998999999999,39,3,1.535027898,1612.0,1,0,1,1,3.0
1583,0.034247393,43,0,0.159026599,5300.0,10,0,1,0,1.0
16114,0.9999998999999999,39,1,0.535718254,9000.0,11,0,1,0,2.0
113934,0.216063471,46,0,0.125209147,3585.0,4,0,0,0,2.0
80056,0.037537517,64,0,0.029027576,6200.0,14,0,0,0,0.0
75124,0.052149798,63,0,3094.0,,7,0,2,0,0.0
142365,0.11296820099999999,40,0,0.375495721,4790.0,6,0,2,0,0.0
19582,0.9999998999999999,76,0,1.6926536730000001,666.0,6,0,1,0,0.0
99155,0.76962879,55,0,1956.0,,7,0,1,0,
109786,0.036188753,30,0,2878.0,,6,0,1,0,1.0
35534,0.06989546599999999,76,0,100.0,,7,0,0,0,0.0
2589,0.0,50,0,0.0,,4,0,0,0,0.0
17924,0.016922612,43,0,0.008352823,2992.0,5,0,0,0,0.0
114342,0.729693695,39,0,0.517386231,4284.0,9,0,1,0,0.0
102795,0.128966314,55,1,0.261616162,1979.0,6,0,0,0,0.0
576,0.9999998999999999,55,1,0.138721351,4144.0,1,0,0,0,0.0
94867,0.0,56,0,52.0,,1,0,0,0,
64065,0.165073989,45,0,0.170184403,4500.0,7,0,0,0,0.0
109283,0.128953411,34,0,0.291339794,6500.0,7,0,2,0,0.0
117352,0.0,49,0,0.210377201,18000.0,7,0,2,0,2.0
102675,0.082886025,58,0,90.0,,7,0,0,0,0.0
127765,0.015665622,88,0,0.003294118,2124.0,2,0,0,0,0.0
69461,0.001534205,83,0,7.0,,2,0,0,0,
31868,0.012740627,60,0,0.087610704,10500.0,7,0,1,0,0.0
23734,0.219154135,39,0,0.09445898800000001,9167.0,5,0,0,0,0.0
86234,0.410556849,38,1,0.336898396,5235.0,8,0,0,0,0.0
40098,0.02558673,42,0,0.192911205,5416.0,5,0,1,0,0.0
77547,0.9999998999999999,45,0,0.423932171,6250.0,5,0,1,0,2.0
104904,0.35319195600000003,65,0,0.32358403,8615.0,13,0,1,0,1.0
76237,0.930086665,58,0,0.39205544600000003,9666.0,10,0,2,0,0.0
107338,0.9436598890000001,53,0,0.714576962,980.0,7,0,0,0,2.0
74134,0.036076839,58,0,4984.0,,12,0,2,0,3.0
27631,0.012571265,44,0,0.20089955,2000.0,23,0,0,0,0.0
88676,0.8101526720000001,41,1,2380.0,,6,0,1,0,3.0
63385,0.044838635,79,0,718.0,,22,0,2,0,1.0
92635,0.015184413999999999,61,0,0.505744192,3916.0,7,0,2,0,0.0
125871,0.021609012,74,0,0.10197450599999999,4000.0,13,0,1,0,2.0
64631,0.023825904,45,0,0.40116772799999995,9419.0,25,0,3,0,2.0
40155,0.626518997,48,0,0.059370846,2256.0,2,0,0,0,4.0
98302,0.0020193389999999998,46,1,0.000317259,3151.0,2,0,0,0,2.0
83354,0.512928229,28,0,0.29606495899999996,1600.0,7,0,0,0,2.0
100223,0.02879808,30,0,0.08744534699999999,1600.0,3,0,0,0,0.0
18833,0.8619988540000001,49,1,0.41416693,9500.0,8,0,2,0,0.0
65804,0.646483724,33,0,0.20295464800000002,15500.0,7,0,3,0,0.0
63367,0.452493808,74,0,0.45306950799999995,3941.0,9,0,1,0,0.0
83754,0.05425998,66,0,0.070394368,12500.0,13,0,1,0,1.0
103772,0.003146915,70,0,0.24391938800000001,4316.0,13,0,0,0,1.0
11322,0.020795841000000002,24,0,0.001411433,2833.0,1,0,0,0,0.0
21380,0.847315706,57,2,1.780917192,4600.0,24,0,3,0,0.0
58685,0.0,58,0,2770.0,,11,0,3,0,0.0
113156,0.022439551000000002,78,0,0.005499083,6000.0,3,0,0,0,0.0
94542,0.0,64,0,0.298814455,7000.0,11,0,2,0,2.0
29121,0.657675444,65,0,0.5191364079999999,3056.0,4,0,1,0,0.0
121694,0.7300198509999999,68,0,0.452695466,2800.0,10,0,1,0,0.0
49932,0.0,22,0,0.0,820.0,2,0,0,0,0.0
80434,0.05850554400000001,80,0,0.34882558700000005,2000.0,11,0,1,0,0.0
104124,0.20811275,51,0,1996.0,,3,0,1,0,0.0
46248,0.060755115,61,0,2150.0,0.0,4,0,2,0,0.0
70704,0.144757539,54,0,0.447296559,5492.0,7,0,1,0,0.0
15484,0.009680879,61,0,10.0,,5,0,0,0,
80636,0.479550682,40,0,0.262263208,18000.0,3,0,2,0,3.0
71816,0.9999998999999999,61,0,0.156377799,5134.0,4,0,0,0,0.0
77947,0.011054497,55,0,0.274817883,7000.0,9,0,1,0,0.0
100338,0.007857901,81,0,0.131693415,6666.0,21,0,1,0,1.0
61342,0.089736146,53,0,2812.0,,6,0,3,0,
3960,0.88495362,55,2,1.0969085729999999,4560.0,12,3,3,2,0.0
102608,0.171655223,53,0,0.242528608,9000.0,4,0,2,0,4.0
84072,0.38638291700000005,58,1,0.484818805,4083.0,16,0,1,0,2.0
148302,0.036799225,61,0,0.107986502,8000.0,6,0,1,0,0.0
56284,0.020558355,50,0,0.165257942,3430.0,7,0,0,0,0.0
48559,0.47447365700000005,31,0,0.6100628929999999,2225.0,5,0,0,0,1.0
51432,0.012757626000000001,55,0,0.46232701200000004,1950.0,3,0,1,0,0.0
50138,0.46801641200000005,52,0,1.342701937,4233.0,19,0,2,0,2.0
60623,0.73205574,53,0,0.04937793099999999,25800.0,6,0,0,0,6.0
142481,0.015492253999999999,26,0,16.5,1.0,3,0,0,0,0.0
111843,8.73e-05,66,0,0.002380726,10500.0,13,0,0,0,0.0
113355,0.313510726,43,0,0.121652602,20500.0,9,0,0,0,2.0
86318,0.077857023,52,0,0.309483726,7127.0,4,0,1,0,3.0
139239,0.083558145,42,1,0.298162977,6368.0,8,0,2,0,0.0
55478,0.7497941220000001,40,0,0.597044121,4600.0,10,0,1,0,2.0
71415,0.008118279,54,0,0.176202644,9000.0,13,0,1,0,0.0
21094,0.1742582,41,0,0.12151821199999999,9800.0,13,0,0,0,0.0
132909,0.013109408999999999,62,0,474.0,,8,0,0,0,0.0
119929,1.044979555,47,0,0.294907841,3200.0,8,0,0,0,1.0
26758,0.13057944400000002,58,0,0.08737063099999999,13333.0,4,0,1,0,0.0
133025,0.009115034000000001,75,0,7.0,,2,0,0,0,0.0
70634,0.11541132400000001,83,0,0.015910557,4650.0,4,0,0,0,0.0
21520,0.032509411,86,0,0.39456145,3750.0,13,0,1,0,1.0
9188,0.280425345,41,0,0.115626202,7800.0,5,0,0,0,4.0
58288,0.659567363,40,0,0.642590775,5094.0,14,0,2,0,2.0
130569,0.0064637309999999995,38,0,0.483432455,2353.0,7,0,1,0,2.0
65860,0.0,76,0,0.014112903000000001,1983.0,3,0,0,0,0.0
38092,0.033553106,50,0,0.502619571,5916.0,7,0,1,0,0.0
73808,0.355766106,65,0,0.253516432,15000.0,10,0,1,0,1.0
70126,0.5706113079999999,58,0,1.265262597,3750.0,11,0,2,0,1.0
6214,0.0,53,0,0.046988253,4000.0,5,1,0,0,0.0
12676,0.23297670199999998,74,0,0.429851775,2900.0,2,0,1,0,0.0
121831,0.037498125,66,0,2124.0,,7,0,2,1,0.0
83345,0.9999998999999999,55,0,0.0,727.0,1,0,0,1,0.0
135220,0.37548996100000004,71,0,464.0,,7,0,0,0,0.0
115439,0.9601359909999999,30,0,0.225539209,7000.0,7,0,0,0,0.0
99093,0.9999998999999999,51,0,0.006498375,4000.0,0,0,0,0,3.0
62973,0.01811623,43,0,0.272579773,5546.0,9,0,1,0,0.0
128865,0.006963836,76,0,103.0,0.0,25,0,1,0,0.0
140992,0.306947594,66,0,0.6085887560000001,6100.0,10,0,3,0,0.0
114518,0.318784493,35,0,0.583124724,6790.0,16,0,2,0,1.0
40961,0.095000066,42,0,0.433298862,2900.0,9,0,0,0,2.0
73951,0.120044027,47,0,0.16122121,5600.0,5,0,0,0,2.0
133539,0.173718464,42,0,0.7918560259999999,5500.0,13,0,2,0,1.0
125826,0.697364435,43,0,0.931068931,1000.0,8,0,0,0,1.0
29729,1.001636238,45,1,0.852778956,7070.0,12,0,2,0,0.0
39001,0.069458941,54,0,0.8644975290000001,7283.0,12,0,4,0,1.0
44149,0.020436282,73,0,0.442427526,3690.0,14,0,1,0,0.0
30199,0.987630828,35,0,0.307506585,4555.0,9,1,1,0,2.0
70632,0.0,70,0,0.0,4200.0,2,0,0,0,0.0
13371,1.000510152,49,0,0.291901759,6025.0,9,1,2,1,0.0
140347,0.176789898,47,0,0.105731484,7641.0,4,0,1,0,2.0
35249,0.19321706100000002,63,0,863.0,,9,0,0,0,0.0
5642,0.089049265,33,0,0.24629388800000002,3844.0,8,0,1,0,2.0
63393,0.240694192,35,0,0.119600143,2800.0,7,0,0,0,0.0
17113,0.0,42,0,0.33633315700000005,5666.0,6,0,1,0,1.0
99269,0.278491957,37,0,0.378357185,5100.0,5,0,1,0,2.0
90921,0.017272123,89,0,14.0,,3,0,0,0,0.0
145622,0.261959774,39,0,0.264183954,4000.0,8,0,1,0,2.0
51327,0.9999998999999999,39,0,0.48817361600000003,4100.0,4,0,2,0,2.0
67615,0.7843461159999999,78,1,0.37004499700000004,14000.0,9,0,2,0,1.0
22531,0.486981083,57,1,0.26911702600000004,7100.0,9,0,1,0,0.0
110051,0.9999998999999999,37,0,0.80408053,7400.0,5,0,4,0,1.0
117607,0.44661954,53,1,0.1808487,4500.0,15,0,0,0,0.0
19999,0.49439606700000005,42,1,0.283905365,3000.0,9,0,0,0,2.0
141915,0.017908683999999998,67,0,0.133308985,5475.0,11,0,1,0,0.0
20190,0.08462186599999999,55,0,2926.0,,21,0,1,0,
15002,0.0008256730000000001,59,1,0.029548522999999997,13333.0,8,0,0,0,3.0
10677,0.946668444,49,0,1.2236951120000001,2413.0,6,0,1,0,0.0
89459,0.516831579,37,0,0.862385321,1852.0,8,0,1,0,0.0
47659,0.459319646,46,1,1656.0,1.0,17,0,2,0,0.0
22462,0.0,56,0,0.02309769,10000.0,3,0,0,0,1.0
146520,0.000856628,68,0,0.052395998,3797.0,4,0,0,0,0.0
47217,0.0,63,0,0.17673758899999997,7049.0,5,0,1,0,0.0
96425,0.161825835,62,0,0.42104704299999995,9416.0,18,0,2,0,1.0
54240,0.033024213999999996,52,1,0.36452191700000003,3900.0,10,0,1,0,0.0
45782,0.0,65,0,0.178741732,6500.0,4,0,1,0,0.0
98252,0.022767654,62,0,16.0,,2,0,0,0,0.0
81834,0.0030363079999999997,67,0,1394.0,,11,0,1,0,1.0
129761,0.068512292,33,0,0.38868059299999996,5600.0,6,0,2,0,0.0
31043,0.173455103,57,0,0.294672852,6250.0,11,0,1,0,1.0
111980,0.292849035,56,0,167.0,,3,0,0,0,1.0
79066,0.142785133,60,0,0.15426568,5133.0,8,0,1,0,1.0
17050,0.6744578990000001,38,0,0.10432917300000001,5127.0,7,0,0,0,0.0
134960,0.725224988,44,1,0.141359812,7250.0,4,0,0,0,1.0
129110,0.0,45,0,0.325499944,8850.0,3,0,1,0,3.0
105957,0.8902614940000001,52,0,0.5064474529999999,15509.0,9,0,2,0,0.0
35425,0.990641364,51,0,0.576116855,10542.0,14,0,2,0,2.0
3129,0.00049106,75,1,2.0,,3,0,0,0,0.0
43850,0.297713637,53,0,0.300817934,3300.0,9,0,0,0,0.0
96717,0.9770127059999999,48,0,0.5766799,6800.0,12,0,2,0,3.0
114573,0.9054761659999999,71,0,1348.0,,6,0,0,0,0.0
51563,0.0,61,0,0.0,,1,0,0,0,
56591,0.00359988,63,0,0.000576812,5200.0,2,0,0,0,0.0
74815,0.10778903699999999,47,0,4493.0,0.0,4,0,1,0,5.0
115196,0.23648522,37,0,0.249862652,9100.0,7,0,2,0,3.0
52744,0.900314417,43,2,0.310758886,4163.0,8,0,1,0,1.0
59957,0.031656115,67,0,0.00119952,2500.0,5,0,0,0,0.0
19859,0.9999998999999999,55,0,10.0,,1,0,0,0,0.0
115308,0.972279972,48,0,0.725283314,2558.0,7,0,1,0,1.0
137655,0.000307677,60,0,0.351557533,12583.0,5,0,1,0,0.0
106966,0.065871415,31,0,0.330551208,5750.0,5,0,1,0,0.0
31309,0.0,52,0,0.192640535,13750.0,9,0,1,0,3.0
84778,0.42439390200000005,68,0,0.009676795,5166.0,3,0,0,0,1.0
32044,0.42797349100000004,31,0,196.0,,5,0,0,0,0.0
106163,0.76442617,65,0,0.180158381,18183.0,13,0,1,0,0.0
44257,0.733579506,29,0,776.5,1.0,9,0,1,0,0.0
77030,0.9999998999999999,54,0,0.004559635,8333.0,0,0,0,0,0.0
51789,0.06802999900000001,40,0,0.155561829,7083.0,4,0,1,0,3.0
110055,0.011522071000000002,67,0,0.001809351,10500.0,13,0,0,0,0.0
38332,0.45941431899999996,47,0,0.48112394399999997,5800.0,10,0,3,0,2.0
62009,0.120309457,44,0,0.208293864,9500.0,3,0,1,0,2.0
122927,0.187289028,40,0,2096.0,,11,0,1,0,0.0
48306,0.233781047,45,0,0.40647482,1667.0,8,0,1,0,2.0
46051,0.05104393,61,0,2289.0,,12,0,2,0,2.0
122590,0.694930899,45,0,8.516966068,500.0,6,0,3,0,3.0
57270,0.11481902699999999,43,0,0.5043739070000001,4000.0,7,0,2,0,3.0
102598,0.6931792929999999,28,0,0.345685032,2050.0,7,0,0,0,0.0
126611,0.09849860199999999,67,0,0.117840111,19500.0,12,0,3,0,0.0
69654,0.9999998999999999,46,2,3114.0,,6,0,1,0,0.0
82026,0.011573475,50,0,536.0,1.0,11,0,1,1,0.0
117390,0.31749365,49,1,0.41835337100000003,6570.0,5,0,2,0,3.0
4897,0.158722752,59,0,0.052973513,2000.0,4,0,0,0,1.0
96256,0.0,24,1,0.012180268000000001,820.0,1,0,0,0,0.0
100636,0.679288662,57,1,0.44370388,4200.0,11,0,1,0,1.0
133000,0.425734781,69,0,0.526664966,3918.0,20,0,0,0,1.0
11450,0.015047141000000002,69,0,65.0,,6,0,1,0,0.0
133102,0.168934988,63,0,0.078262369,5800.0,4,0,0,0,1.0
97610,0.07077960400000001,72,0,0.10277233300000001,7141.0,4,0,0,0,0.0
80512,0.9999998999999999,49,0,806.0,,2,0,0,0,0.0
142699,0.042847672999999996,36,0,806.0,,7,0,0,0,0.0
103131,0.485985802,45,0,0.294882283,11000.0,8,0,2,0,2.0
55521,0.011349811000000001,77,0,0.68377912,2317.0,7,0,1,0,0.0
140060,0.518296341,30,0,0.576944291,3625.0,8,0,2,0,0.0
136670,0.277976334,43,1,0.300095572,9416.0,17,0,2,0,0.0
54315,0.516224099,66,0,0.30117291,18500.0,13,0,3,0,0.0
109930,0.9810031659999999,54,0,0.101408216,12000.0,10,0,0,0,0.0
26038,0.510158375,67,0,0.261183913,6638.0,10,0,1,0,1.0
88712,0.042279218,65,0,0.30861992,4477.0,11,0,2,0,0.0
80789,0.9999998999999999,39,0,0.008336354,2758.0,1,0,0,0,0.0
76192,0.0,46,0,0.218755769,5416.0,3,0,1,0,0.0
2131,0.112387394,30,0,1230.0,,12,1,0,0,0.0
42464,0.133346816,61,0,1652.0,,16,0,1,0,0.0
95490,0.156082379,52,0,0.18587941300000002,3200.0,8,0,0,0,2.0
30482,0.025319939,48,0,0.049900919,5550.0,9,0,0,0,0.0
16364,0.8863426090000001,32,0,0.450060168,5816.0,7,0,1,0,2.0
131891,0.7088565,40,0,1.024195161,5000.0,11,0,2,0,0.0
146802,0.882141191,61,0,0.7731118290000001,6500.0,6,0,2,0,0.0
128456,0.067293271,41,0,0.266314913,3600.0,4,0,1,0,2.0
47029,0.0,68,0,0.6150674660000001,2667.0,5,0,1,0,0.0
135746,0.02644391,78,0,0.462809917,2419.0,9,0,1,0,0.0
133095,0.047878396,65,0,107.0,,5,0,1,0,0.0
118913,0.062762914,45,0,0.12250653800000001,19500.0,5,0,2,0,1.0
121578,0.009775605,47,0,0.004032655,10166.0,3,0,0,0,0.0
52867,0.13056720900000002,47,0,773.0,,5,0,0,0,0.0
14271,0.061849864000000004,57,0,0.151207116,18100.0,6,0,1,0,0.0
12140,0.0,83,1,504.0,,5,0,0,1,0.0
133049,0.0,37,0,3.292907801,1409.0,9,0,2,0,2.0
26290,0.9461317340000001,51,0,0.334000667,2996.0,3,0,0,0,3.0
45935,0.004539424,56,0,0.261373863,10000.0,9,0,2,0,0.0
27520,0.0,29,0,198.0,,3,0,0,0,0.0
129841,0.081035407,30,0,0.398228824,7000.0,9,0,2,0,0.0
37798,0.138962198,66,0,0.36075407,3500.0,12,0,1,0,0.0
35963,0.019134618,86,0,0.004180298,5501.0,9,0,0,0,0.0
93062,0.185032952,58,0,0.8565161290000001,7749.0,31,0,4,0,0.0
116292,0.054977889,69,0,0.214955499,12583.0,12,0,2,0,1.0
99434,0.015011975,31,0,0.081983603,5000.0,5,1,0,0,3.0
113898,0.08575566400000001,47,0,1940.0,,5,0,1,0,0.0
132349,0.149950002,34,0,0.448198586,5800.0,12,0,1,0,0.0
4155,0.003921499,80,0,0.001333037,4500.0,4,0,0,0,0.0
5267,0.365953573,49,1,0.286734653,25200.0,21,0,4,0,3.0
137372,0.9751458279999999,78,0,4434.0,,20,0,2,0,0.0
50437,0.0,46,0,0.891506067,1400.0,17,0,1,0,0.0
60401,0.0,61,0,0.155158217,8500.0,7,1,1,0,0.0
31443,0.0,47,0,2010.0,,4,0,2,0,0.0
116439,0.0,41,0,0.313424877,7500.0,10,0,1,0,2.0
84975,0.8732169040000001,50,0,1.15798099,3050.0,7,0,2,0,1.0
112403,0.0,59,0,0.060698740999999994,8500.0,5,0,0,0,2.0
98487,0.13224364800000002,37,0,0.013033079,61458.0,7,0,0,0,2.0
138424,0.0,23,1,0.0,898.0,2,1,0,0,0.0
92085,0.26993541,47,1,0.403257759,9085.0,15,0,1,1,3.0
45297,0.330186613,44,2,0.34417405,17833.0,8,0,2,0,4.0
149093,0.500051015,47,0,0.17560813100000003,3000.0,5,0,0,0,0.0
106085,0.196818775,57,0,0.297906208,8166.0,12,0,1,0,0.0
121227,0.121307086,55,0,2240.0,,12,0,2,0,0.0
27410,0.032712403,79,0,2.0,,1,0,0,0,
68066,0.023418851,35,0,0.303944073,9583.0,8,0,2,0,6.0
101943,0.25954809,34,1,0.133622126,3000.0,4,0,0,0,0.0
98292,0.237685705,35,0,0.63765219,5502.0,12,0,1,0,2.0
146597,0.513585769,54,0,0.472770976,13312.0,12,0,3,0,1.0
49126,0.38902148,32,0,0.35529304899999997,2200.0,7,1,0,1,1.0
29631,0.9999998999999999,53,0,0.0,7000.0,0,0,0,0,0.0
7332,0.006715678,61,0,0.255747517,7350.0,6,0,1,0,0.0
101861,0.270851984,73,0,0.324512376,8766.0,22,0,2,0,0.0
130492,0.030193649,71,0,18.0,,3,0,0,0,0.0
82047,0.007039437,57,0,0.4583258,5530.0,11,0,3,0,0.0
1127,0.9999998999999999,70,0,0.0,,1,0,0,0,
36519,0.968864701,41,1,1497.0,,4,3,0,0,2.0
33089,0.021092349,68,0,0.179255511,8300.0,9,0,2,0,0.0
19768,0.045805975,74,0,3117.0,,10,0,1,0,0.0
95153,0.304479559,38,0,0.249103186,18955.0,12,0,2,0,2.0
87122,0.321337213,62,0,0.830383882,3672.0,19,0,2,0,0.0
13109,1.6027944109999999,31,1,0.262495969,3100.0,4,1,0,1,0.0
97869,0.289810481,28,0,0.24077099,3060.0,6,0,0,0,0.0
92573,0.047834527,58,0,0.373916907,4500.0,11,0,1,0,1.0
120009,0.032896707000000004,52,0,0.6357080420000001,4575.0,13,0,1,0,0.0
31507,0.055673827,35,0,0.606590724,2457.0,9,0,1,0,1.0
41131,0.713001062,35,0,0.173404394,15385.0,7,0,0,0,2.0
48157,0.476252375,42,3,0.46153846200000004,7760.0,14,0,2,0,2.0
50732,0.010510878000000001,81,0,0.003968254,3527.0,6,0,0,0,0.0
129636,0.017458301000000002,36,0,0.130174564,4009.0,4,0,0,0,2.0
115501,0.8323224020000001,48,1,1.030208796,2250.0,11,1,0,1,3.0
115757,0.38485606,38,0,0.32238962600000004,13340.0,6,0,1,0,2.0
65142,0.487232079,63,0,0.064327485,5300.0,6,0,0,0,0.0
27992,0.9860805570000001,64,0,0.644828414,12500.0,16,0,3,0,1.0
3922,0.23865200600000003,29,0,0.561154723,3948.0,22,0,2,0,0.0
35040,0.000132323,40,0,0.014097181,3333.0,7,0,0,0,0.0
56103,0.9999998999999999,64,2,0.336306206,2690.0,7,1,1,2,0.0
65175,0.007599831,68,0,0.0015384620000000002,5199.0,6,0,0,0,0.0
136154,0.004939508,73,0,0.120959938,15500.0,18,0,1,0,1.0
135157,0.33798927,62,0,0.546069835,6500.0,9,0,2,0,0.0
113531,0.132531221,52,0,0.120169651,8487.0,8,0,1,0,0.0
142803,0.9999998999999999,82,4,20.94513716,400.0,4,0,0,1,0.0
18563,0.009810076,57,0,0.06617234,8900.0,9,0,0,0,2.0
78149,0.224079782,29,0,0.17464342300000002,3154.0,8,0,0,0,1.0
87957,0.091060846,52,0,0.322939313,16098.0,9,0,1,0,1.0
50831,0.027288756,49,0,0.27443757399999996,7600.0,12,0,1,0,2.0
75752,0.219830525,64,0,0.267868098,13039.0,8,0,2,0,0.0
29364,0.867292142,28,0,0.182064237,5541.0,4,0,0,0,0.0
36756,0.178287859,54,1,0.521800852,4930.0,16,0,1,0,1.0
16517,0.012498958000000001,89,0,0.191107311,4677.0,4,0,1,0,0.0
128867,0.080729228,42,0,0.19783974399999998,9072.0,5,0,1,0,0.0
5605,0.32643663,58,0,0.26289841,14400.0,10,0,3,0,0.0
138795,0.154135642,59,0,3236.0,,9,0,2,0,0.0
10980,0.24977202,58,0,1.019320453,1500.0,12,0,1,0,0.0
9905,0.024193942000000003,53,0,1018.0,,3,0,1,0,0.0
55376,0.274048397,30,0,0.945058415,3166.0,7,0,2,0,0.0
22258,0.0,40,0,2440.0,,4,0,2,0,0.0
144000,0.13799013699999998,47,0,0.734082397,533.0,7,0,0,0,3.0
114649,0.0,57,0,0.23423536,16000.0,5,0,3,0,2.0
448,0.24367426600000003,48,0,0.179979778,8900.0,10,0,1,0,6.0
131377,0.5813794210000001,54,0,0.44510046700000006,10500.0,8,0,2,0,2.0
18315,0.550828076,89,0,0.51977093,3666.0,16,0,1,0,0.0
107893,0.07559748,59,0,0.230366492,4583.0,5,0,2,0,3.0
129447,0.059551257999999996,61,1,0.020862309,6470.0,5,0,0,0,0.0
70176,0.036606053,65,0,36.0,,2,0,0,0,0.0
73799,0.0050202020000000005,66,0,0.06724351099999999,4044.0,14,0,0,0,1.0
89650,0.028622157999999998,62,0,0.258537936,10833.0,23,0,1,0,2.0
128706,0.975012494,44,0,0.421857088,2616.0,7,0,2,0,2.0
58349,0.007065725,24,0,0.001218027,820.0,2,0,0,0,0.0
140048,0.334188969,37,0,0.742106816,6777.0,14,0,2,0,1.0
56549,0.039900578,52,0,5494.0,,11,0,3,0,2.0
64441,0.258416531,56,0,0.516420752,2100.0,2,0,1,0,0.0
102246,0.053386979,46,0,0.020549847,3600.0,13,0,0,0,2.0
53986,0.965503806,46,0,4430.0,,19,0,2,0,0.0
22274,0.0,39,0,15.0,,1,0,0,0,0.0
19067,0.0,35,0,1.8383909669999998,1416.0,7,0,1,0,0.0
108214,0.07107458400000001,40,0,2732.0,,11,0,1,0,0.0
143107,0.861209964,40,0,0.146308949,6000.0,3,0,0,0,1.0
88106,0.237196875,34,1,0.34525182600000004,2600.0,8,0,0,0,0.0
112540,0.188643972,59,0,0.027700236,4656.0,3,0,0,0,0.0
62667,0.020587562,43,0,936.0,,7,0,1,0,0.0
40250,0.7948983340000001,41,0,0.480796586,5623.0,7,0,1,1,1.0
124387,0.0,39,0,2383.0,,8,0,1,0,2.0
127489,0.150801795,54,0,224.0,,4,0,0,0,0.0
144116,0.059681780999999996,27,2,985.0,,6,0,0,0,
