,Seniority,Time,Age,Records,Expenses,Income,Assets,Debt,Amount,Price,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
458,4,60,49,1,45,123.0,5000.0,0.0,1450,1735,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
459,2,60,27,1,45,275.0,8000.0,4500.0,1500,2178,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
464,15,60,34,1,75,146.0,5000.0,0.0,1400,1626,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
467,8,60,40,1,60,90.0,4500.0,0.0,1100,1638,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
469,7,60,26,1,60,116.0,3000.0,0.0,1400,1460,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
470,17,36,31,1,75,128.0,7000.0,4800.0,700,1400,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
472,6,30,45,1,90,125.0,3000.0,0.0,1050,1559,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
473,0,60,26,1,45,68.0,0.0,0.0,1200,1315,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
474,1,36,41,1,75,400.0,5500.0,0.0,1800,2600,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
475,6,48,31,1,60,251.0,3000.0,400.0,1000,1208,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
476,2,60,23,1,58,225.0,0.0,0.0,800,975,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
477,2,60,34,1,35,140.0,0.0,0.0,1200,1274,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
480,0,36,55,2,45,,16000.0,0.0,900,1100,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
481,1,60,54,1,54,87.0,8000.0,0.0,1000,1202,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
485,2,48,26,1,60,110.0,10000.0,0.0,1300,1700,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
487,30,60,54,1,54,93.0,0.0,0.0,1000,1387,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
488,12,48,27,2,45,110.0,5000.0,1300.0,450,1636,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
489,2,60,28,1,43,81.0,0.0,0.0,1000,1135,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
491,7,60,48,1,60,155.0,4500.0,0.0,1400,1500,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
492,4,48,30,1,60,167.0,3500.0,1000.0,800,1350,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
493,14,60,28,1,60,190.0,18000.0,0.0,1850,2247,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
498,5,60,28,1,35,70.0,0.0,0.0,900,1492,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
503,0,48,35,1,66,206.0,0.0,0.0,1500,1683,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
507,13,60,33,1,75,224.0,7000.0,0.0,1600,1604,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
510,0,36,54,1,60,110.0,11500.0,0.0,1100,1759,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
512,4,60,23,1,45,80.0,4000.0,0.0,1100,1306,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
513,10,24,39,1,75,150.0,3000.0,0.0,500,1108,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
515,2,60,43,1,45,100.0,0.0,0.0,1500,1645,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
516,30,60,50,1,68,225.0,10000.0,0.0,1300,1500,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
517,3,60,41,2,77,166.0,0.0,0.0,2200,2625,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
519,10,42,25,1,45,110.0,3000.0,0.0,1500,2178,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
520,4,36,35,1,46,110.0,0.0,0.0,1000,1642,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
521,1,60,31,1,45,160.0,4000.0,300.0,1200,1265,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
522,13,36,43,1,35,204.0,0.0,0.0,200,325,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
524,1,48,22,1,45,158.0,0.0,0.0,260,1440,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
525,8,60,42,2,75,290.0,10000.0,0.0,1200,2140,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
526,14,60,41,1,60,100.0,6000.0,0.0,450,1377,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
528,1,18,27,1,45,149.0,2000.0,0.0,700,818,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
529,16,60,32,2,75,143.0,4000.0,0.0,650,1017,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
531,11,48,37,1,35,199.0,10000.0,0.0,1100,1212,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
532,40,36,59,1,59,142.0,0.0,0.0,1000,1800,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
535,3,36,24,1,45,113.0,0.0,0.0,850,940,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
536,13,48,51,1,45,92.0,3000.0,500.0,1220,1433,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
537,7,36,39,1,75,205.0,4000.0,0.0,1300,1439,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
539,4,24,31,1,60,256.0,3000.0,0.0,600,1571,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
540,5,36,30,1,101,260.0,0.0,0.0,1000,1500,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
541,7,60,24,1,45,106.0,2500.0,0.0,1200,1258,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
542,10,48,31,1,60,160.0,4500.0,0.0,450,1403,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
543,16,60,39,1,60,148.0,3500.0,0.0,750,1346,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
545,6,36,37,1,75,63.0,4000.0,50.0,800,1637,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
546,3,36,38,1,75,106.0,8500.0,0.0,2375,2375,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
550,12,24,36,1,60,243.0,6000.0,0.0,600,1376,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
552,40,24,60,1,75,186.0,8000.0,0.0,900,1307,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
553,30,48,45,1,75,105.0,10000.0,2400.0,830,1128,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
557,3,48,33,1,66,63.0,2000.0,0.0,800,1298,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
560,25,36,51,1,35,200.0,5000.0,0.0,1700,2022,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
562,7,12,36,1,90,125.0,20000.0,0.0,375,724,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
563,4,24,23,1,35,78.0,3000.0,0.0,500,1346,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
565,31,60,51,2,135,300.0,0.0,0.0,1000,1380,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
569,19,36,52,1,45,150.0,15000.0,0.0,1420,2220,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
570,0,60,34,1,45,158.0,2000.0,0.0,1020,1600,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
572,1,48,28,1,45,123.0,4000.0,1978.0,1100,1556,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
575,2,24,26,2,45,167.0,4000.0,0.0,340,900,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
582,5,36,45,1,90,150.0,10000.0,0.0,1100,1556,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
583,17,60,47,1,60,92.0,4500.0,0.0,1100,1194,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
585,0,60,50,1,75,250.0,15500.0,0.0,1000,1989,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
586,5,6,44,1,75,315.0,13000.0,0.0,500,2624,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
588,3,48,19,1,35,180.0,4000.0,0.0,800,1128,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
590,22,60,46,1,90,214.0,8000.0,0.0,1120,1395,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
591,12,60,50,1,45,99.0,5000.0,0.0,1100,1137,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
592,12,36,30,1,75,110.0,0.0,0.0,800,875,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
595,1,60,27,1,60,93.0,4000.0,0.0,1000,1207,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
597,1,48,42,1,76,160.0,0.0,0.0,1200,1326,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
600,20,36,36,1,90,464.0,5000.0,0.0,2000,2168,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
601,5,60,23,1,35,167.0,7000.0,2160.0,1650,2100,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
608,9,60,34,1,103,128.0,0.0,0.0,500,820,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
609,25,18,49,1,90,90.0,4000.0,0.0,300,1275,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
611,10,60,33,1,56,107.0,0.0,0.0,600,1250,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
612,10,60,34,1,75,300.0,11000.0,0.0,1000,1560,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
613,10,48,42,1,105,230.0,30000.0,5000.0,1200,1570,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
614,4,24,32,1,45,122.0,4000.0,1.0,500,1045,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
615,1,36,19,1,35,43.0,0.0,0.0,425,500,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
616,1,48,45,1,90,250.0,4000.0,0.0,1700,1800,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
617,19,12,41,1,90,190.0,500.0,0.0,500,1600,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
619,2,48,19,1,60,246.0,20500.0,0.0,1370,1371,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
622,18,48,42,2,75,150.0,0.0,0.0,1000,1469,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
624,0,60,22,1,45,183.0,4000.0,0.0,1150,1150,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
627,25,48,49,1,60,150.0,6000.0,0.0,650,1265,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
628,15,60,55,1,74,140.0,0.0,0.0,1000,1204,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
630,10,36,38,2,60,117.0,4030.0,0.0,950,1330,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
631,12,60,60,1,60,230.0,12000.0,0.0,950,1200,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
633,20,36,39,1,60,102.0,0.0,0.0,650,1695,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
634,10,60,34,1,75,210.0,6000.0,0.0,900,1547,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
635,1,60,21,1,35,42.0,0.0,0.0,1100,1112,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
636,5,60,37,1,48,130.0,0.0,0.0,600,1062,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
638,15,36,39,1,60,120.0,0.0,0.0,900,900,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
639,1,60,22,1,60,117.0,0.0,0.0,1100,1280,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
640,11,30,35,1,75,160.0,4000.0,0.0,700,1340,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
641,3,60,50,1,69,90.0,0.0,0.0,1300,1490,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
644,13,60,32,1,75,182.0,5000.0,2500.0,1300,1569,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
646,2,60,24,1,45,67.0,4100.0,2800.0,1400,1403,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
649,3,54,23,1,59,140.0,0.0,0.0,1300,1345,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
651,37,60,52,1,45,324.0,7000.0,0.0,1550,1590,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
656,1,60,27,1,35,180.0,0.0,0.0,1000,1067,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
659,1,36,51,1,75,300.0,6000.0,0.0,1450,1992,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
660,15,12,35,1,44,90.0,9000.0,0.0,400,1400,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
661,12,60,33,2,90,146.0,15000.0,0.0,1150,1284,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
662,0,60,30,2,75,255.0,4000.0,0.0,1500,1749,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
663,5,60,25,1,35,250.0,14000.0,0.0,1400,2125,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
664,6,60,53,1,45,50.0,16000.0,0.0,1000,1505,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
666,1,60,61,2,45,,97000.0,2900.0,1200,2154,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
667,35,60,63,1,35,190.0,0.0,0.0,750,1138,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
669,12,60,43,2,75,254.0,14000.0,2900.0,1200,1698,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
673,2,60,26,2,60,137.0,4000.0,350.0,1200,2200,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
674,4,42,41,1,90,,10000.0,0.0,1300,2260,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
675,10,60,30,2,60,242.0,7500.0,0.0,1550,1904,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
678,1,36,40,1,58,125.0,0.0,0.0,700,700,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
679,30,24,53,1,90,500.0,0.0,0.0,600,1100,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
684,2,60,33,1,75,193.0,5000.0,0.0,1150,1339,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
685,4,24,27,1,35,110.0,0.0,0.0,370,525,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
686,4,60,24,1,52,70.0,0.0,0.0,1000,1315,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
687,2,60,32,1,87,115.0,2000.0,0.0,1250,1517,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
689,6,60,36,1,85,400.0,0.0,0.0,1000,1290,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
692,1,60,39,2,130,250.0,0.0,0.0,1900,4063,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
694,12,60,38,1,75,225.0,4500.0,900.0,1000,1606,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
696,20,60,36,1,75,250.0,2500.0,0.0,1350,1381,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
697,2,24,49,1,35,150.0,32000.0,0.0,800,816,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
701,4,12,28,1,40,51.0,0.0,0.0,300,1469,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
702,12,60,27,1,45,145.0,3500.0,0.0,1000,1556,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
703,10,48,47,1,52,168.0,6000.0,0.0,850,1720,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
704,1,60,44,1,65,54.0,0.0,0.0,1550,1650,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
706,12,60,35,1,60,115.0,0.0,0.0,1000,1127,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
708,10,48,31,1,60,180.0,7500.0,1200.0,1000,1480,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
710,5,48,46,1,60,130.0,4000.0,0.0,950,1544,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
711,20,60,50,1,60,170.0,6000.0,0.0,1300,1404,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
716,0,48,61,1,35,35.0,4000.0,200.0,650,962,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
717,15,24,46,1,75,150.0,18000.0,0.0,1400,1400,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
719,5,36,22,1,35,100.0,0.0,0.0,1000,1200,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
722,4,48,26,1,75,112.0,4000.0,0.0,750,841,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
724,14,60,51,1,90,150.0,3500.0,0.0,950,957,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
725,4,24,26,1,35,136.0,2500.0,0.0,450,950,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
726,10,60,46,1,45,123.0,3500.0,0.0,1100,1375,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
728,6,48,55,1,45,72.0,16000.0,0.0,1760,2212,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
737,2,24,19,1,35,60.0,0.0,0.0,530,630,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
738,0,60,32,1,75,160.0,6000.0,0.0,1200,1571,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
740,6,36,34,2,60,148.0,9000.0,4090.0,500,1600,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
741,11,48,34,1,75,170.0,3500.0,435.0,1500,1627,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
742,6,24,34,1,68,230.0,0.0,0.0,500,1094,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
743,9,60,30,1,60,166.0,4000.0,1500.0,1350,1570,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
749,0,12,35,1,35,96.0,0.0,0.0,350,600,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
750,3,60,36,1,75,180.0,0.0,0.0,1200,1372,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
754,5,60,57,1,60,830.0,18000.0,0.0,2000,2125,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
756,1,48,30,1,60,30.0,4000.0,0.0,900,1700,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
758,13,60,32,1,60,152.0,0.0,0.0,900,1654,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
760,10,30,48,1,74,139.0,5000.0,0.0,300,420,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
763,12,24,47,1,60,135.0,2500.0,0.0,550,1061,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
765,22,36,47,1,60,100.0,2250.0,0.0,450,546,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
768,3,36,40,1,75,125.0,3500.0,0.0,800,1200,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
771,14,60,41,2,75,131.0,0.0,0.0,1200,1200,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
772,4,60,55,1,60,350.0,13000.0,3000.0,1700,2200,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
773,5,60,32,1,60,538.0,0.0,0.0,1400,2360,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
774,3,18,42,1,75,276.0,1500.0,0.0,750,1758,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
775,3,60,23,1,35,107.0,0.0,0.0,700,1783,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
777,15,60,50,1,45,156.0,9800.0,0.0,700,1136,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
778,18,60,49,1,90,110.0,5200.0,600.0,1350,1557,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
779,27,48,62,1,60,260.0,4000.0,500.0,800,886,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
780,2,60,43,1,45,,16000.0,0.0,1000,1490,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
781,5,36,23,1,68,81.0,0.0,0.0,400,400,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
786,5,36,27,1,35,105.0,9500.0,2350.0,1000,1443,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
788,1,48,22,1,45,117.0,0.0,0.0,768,896,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
789,20,60,39,1,60,119.0,0.0,0.0,1300,1639,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
792,8,60,24,1,35,265.0,8000.0,0.0,1200,1590,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
793,12,36,43,1,78,180.0,0.0,0.0,1600,2200,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
795,5,24,32,1,35,189.0,7750.0,3900.0,1000,1536,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
799,5,36,21,1,35,150.0,0.0,0.0,1000,1313,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
804,12,60,38,2,90,195.0,1500.0,200.0,1150,1310,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
808,1,24,19,1,35,28.0,0.0,0.0,400,600,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
815,3,48,48,1,45,100.0,4000.0,0.0,1600,2600,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
819,13,60,30,1,45,210.0,14000.0,0.0,1100,1224,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
824,0,36,42,1,105,75.0,10000.0,0.0,400,725,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
825,0,36,37,1,75,150.0,7000.0,1500.0,500,720,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
826,1,36,36,1,35,120.0,0.0,0.0,1000,2470,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
828,15,36,41,1,90,129.0,16000.0,0.0,1000,1655,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
830,8,48,30,1,75,156.0,0.0,0.0,1100,1310,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
832,8,24,33,1,75,166.0,0.0,0.0,1150,1770,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
834,22,24,41,1,90,125.0,4700.0,400.0,250,1035,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
835,20,60,52,1,70,250.0,4100.0,0.0,1200,1226,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
836,25,36,58,1,45,128.0,30000.0,0.0,1500,1750,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
837,11,36,46,1,60,155.0,16500.0,0.0,1000,1800,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
839,9,48,38,1,75,360.0,8000.0,4000.0,1700,1713,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
841,10,60,24,1,53,80.0,0.0,0.0,400,650,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
844,30,36,56,2,105,300.0,30000.0,1300.0,1100,1318,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
845,1,24,24,1,60,137.0,0.0,0.0,300,750,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
846,20,12,49,1,90,110.0,15000.0,0.0,125,325,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
847,1,36,21,1,35,127.0,10000.0,0.0,850,1014,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
849,1,60,38,1,90,75.0,5000.0,0.0,1000,1144,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
850,2,36,58,1,35,52.0,4000.0,0.0,400,550,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
851,0,60,39,1,35,100.0,0.0,0.0,1000,1556,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
852,14,60,60,1,62,170.0,8000.0,0.0,915,1396,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
853,6,60,23,1,35,150.0,5050.0,3800.0,1000,2470,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
854,17,12,37,1,75,188.0,7000.0,1000.0,600,1890,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
855,8,36,48,2,75,175.0,1000.0,0.0,475,575,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
858,13,60,34,1,45,186.0,3000.0,0.0,1900,2600,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
859,19,60,46,1,75,140.0,6000.0,0.0,1800,1849,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
860,12,12,51,1,45,200.0,2000.0,0.0,350,450,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
861,13,60,45,1,90,135.0,4750.0,3500.0,1100,1369,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
867,31,60,47,1,60,175.0,8000.0,1500.0,1000,1330,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
868,2,18,31,1,90,197.0,5000.0,300.0,860,1192,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
870,6,36,39,2,45,170.0,14000.0,1200.0,1100,1900,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
873,20,24,45,1,75,130.0,5000.0,0.0,450,1318,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
874,8,24,40,2,75,207.0,0.0,0.0,600,750,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
876,2,36,43,2,90,180.0,8000.0,560.0,700,1300,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
878,1,60,55,1,45,129.0,3000.0,0.0,970,1264,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
882,11,24,27,1,72,120.0,0.0,0.0,900,1395,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
884,0,60,29,1,60,100.0,5000.0,0.0,800,960,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
886,20,36,46,2,105,80.0,9000.0,0.0,850,886,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
887,30,60,62,1,60,150.0,3200.0,400.0,800,1314,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
891,2,36,26,1,35,63.0,0.0,0.0,300,1111,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
894,15,60,37,1,58,134.0,500.0,0.0,900,1333,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
895,5,36,37,1,74,138.0,0.0,0.0,900,1358,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
898,2,60,34,1,60,176.0,4000.0,450.0,1800,2271,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
900,4,60,26,1,51,60.0,0.0,0.0,1750,1950,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
901,20,6,58,2,45,130.0,0.0,0.0,500,2058,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
902,1,60,36,1,35,176.0,0.0,0.0,1100,1600,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
